doc,,mk123,,doc,,
Wavelength (nm),Abs,Wavelength (nm),Abs,Wavelength (nm),Abs,
864,0.6929252148,864,1.406382084,864,0.6929252148,
863,0.6946417093,863,1.406715751,863,0.6946417093,
862,0.6963976622,862,1.407526731,862,0.6963976622,
861,0.6979652047,861,1.409033298,861,0.6979652047,
860,0.6998190284,860,1.410018086,860,0.6998190284,
859,0.7019700408,859,1.411844969,859,0.7019700408,
858,0.7038024068,858,1.413329363,858,0.7038024068,
857,0.7056570649,857,1.414794087,857,0.7056570649,
856,0.7077611685,856,1.41633296,856,0.7077611685,
855,0.7095937133,855,1.417969346,855,0.7095937133,
854,0.7114398479,854,1.419671297,854,0.7114398479,
853,0.7135846615,853,1.421160579,853,0.7135846615,
852,0.7157880068,852,1.422498226,852,0.7157880068,
851,0.717617631,851,1.424242377,851,0.717617631,
850,0.7195739746,850,1.42515099,850,0.7195739746,
849,0.7216710448,849,1.426464319,849,0.7216710448,
848,0.7234962583,848,1.427380204,848,0.7234962583,
847,0.7253400683,847,1.428632379,847,0.7253400683,
846,0.7277237773,846,1.429921746,846,0.7277237773,
845,0.7297951579,845,1.430740476,845,0.7297951579,
844,0.7318588495,844,1.431729436,844,0.7318588495,
843,0.7337836027,843,1.43302381,843,0.7337836027,
842,0.735835433,842,1.434061885,842,0.735835433,
841,0.7375984788,841,1.434928656,841,0.7375984788,
840,0.739525795,840,1.436226606,840,0.739525795,
839,0.7414666414,839,1.438027143,839,0.7414666414,
838,0.7433710098,838,1.439509869,838,0.7433710098,
837,0.7453679442,837,1.440778971,837,0.7453679442,
836,0.7470763326,836,1.441834331,836,0.7470763326,
835,0.7489824295,835,1.443422437,835,0.7489824295,
834,0.7502278686,834,1.445076585,834,0.7502278686,
833,0.7520098686,833,1.446513653,833,0.7520098686,
832,0.7535861135,832,1.447976589,832,0.7535861135,
831,0.7548741102,831,1.449713349,831,0.7548741102,
830,0.756465137,830,1.450783372,830,0.756465137,
829,0.7575612664,829,1.452461362,829,0.7575612664,
828,0.7592667341,828,1.453839779,828,0.7592667341,
827,0.7608898878,827,1.455057979,827,0.7608898878,
826,0.7621782422,826,1.456547379,826,0.7621782422,
825,0.7637804747,825,1.458499908,825,0.7637804747,
824,0.7649748921,824,1.460048914,824,0.7649748921,
823,0.7664319873,823,1.461746693,823,0.7664319873,
822,0.7682043314,822,1.463587284,822,0.7682043314,
821,0.7696646452,821,1.465392351,821,0.7696646452,
820,0.7712308764,820,1.467523932,820,0.7712308764,
819,0.7727667093,819,1.46966517,819,0.7727667093,
818,0.7743920684,818,1.471958756,818,0.7743920684,
817,0.7759686112,817,1.474544048,817,0.7759686112,
816,0.7778674364,816,1.476679921,816,0.7778674364,
815,0.7796415091,815,1.479422927,815,0.7796415091,
814,0.7812661529,814,1.481862903,814,0.7812661529,
813,0.7831203341,813,1.484599352,813,0.7831203341,
812,0.7850109935,812,1.487540364,812,0.7850109935,
811,0.78643924,811,1.489909291,811,0.78643924,
810,0.788625598,810,1.492880106,810,0.788625598,
809,0.7904760242,809,1.495764375,809,0.7904760242,
808,0.7925085425,808,1.498450756,808,0.7925085425,
807,0.7946252227,807,1.501230955,807,0.7946252227,
806,0.7966405153,806,1.504041791,806,0.7966405153,
805,0.7991192341,805,1.506752014,805,0.7991192341,
804,0.8016575575,804,1.509786367,804,0.8016575575,
803,0.8040773273,803,1.512028813,803,0.8040773273,
802,0.8070065975,802,1.515191436,802,0.8070065975,
801,0.8095627427,801,1.51729846,801,0.8095627427,
800,0.8126349449,800,1.520223141,800,0.8126349449,
799,0.6946409941,799,1.40426302,799,0.6946409941,
798,0.6945407987,798,1.403543711,798,0.6945407987,
797,0.6944310665,797,1.402894974,797,0.6944310665,
796,0.6945462227,796,1.401741385,796,0.6945462227,
795,0.6946234107,795,1.400761843,795,0.6946234107,
794,0.6945294142,794,1.399562478,794,0.6945294142,
793,0.6944993734,793,1.397985578,793,0.6944993734,
792,0.694622457,792,1.396886349,792,0.694622457,
791,0.6946382523,791,1.395784855,791,0.6946382523,
790,0.6944753528,790,1.394510627,790,0.6944753528,
789,0.6942411661,789,1.393028736,789,0.6942411661,
788,0.6943311095,788,1.391241312,788,0.6943311095,
787,0.6942375898,787,1.390280485,787,0.6942375898,
786,0.6941283941,786,1.388703585,786,0.6941283941,
785,0.6942403913,785,1.387549996,785,0.6942403913,
784,0.6939916015,784,1.386889338,784,0.6939916015,
783,0.6938149333,783,1.38609767,783,0.6938149333,
782,0.6938291788,782,1.385491252,782,0.6938291788,
781,0.6937969923,781,1.385078669,781,0.6937969923,
780,0.6937192678,780,1.384851217,780,0.6937192678,
779,0.693626523,779,1.385042071,779,0.693626523,
778,0.6936009526,778,1.384888291,778,0.6936009526,
777,0.6935340166,777,1.385528088,777,0.6935340166,
776,0.6933127642,776,1.385738134,776,0.6933127642,
775,0.6932291389,775,1.385515213,775,0.6932291389,
774,0.6932213306,774,1.387110829,774,0.6932213306,
773,0.6928447485,773,1.387332678,773,0.6928447485,
772,0.692907989,772,1.387911201,772,0.692907989,
771,0.6928957105,771,1.388804793,771,0.6928957105,
770,0.6926051974,770,1.389710903,770,0.6926051974,
769,0.6923993826,769,1.390700936,769,0.6923993826,
768,0.6923518777,768,1.391480327,768,0.6923518777,
767,0.6920922399,767,1.393042922,767,0.6920922399,
766,0.6922185421,766,1.393788815,766,0.6922185421,
765,0.692021668,765,1.395236492,765,0.692021668,
764,0.6916561723,764,1.396586418,764,0.6916561723,
763,0.6913825274,763,1.398397088,763,0.6913825274,
762,0.691323936,762,1.399928808,762,0.691323936,
761,0.6914045215,761,1.401968241,761,0.6914045215,
760,0.6908536553,760,1.403950453,760,0.6908536553,
759,0.6905224323,759,1.40566206,759,0.6905224323,
758,0.6905460954,758,1.408302069,758,0.6905460954,
757,0.6904021502,757,1.411431909,757,0.6904021502,
756,0.6900576353,756,1.414759755,756,0.6900576353,
755,0.6899520159,755,1.417731524,755,0.6899520159,
754,0.6898185611,754,1.421664,754,0.6898185611,
753,0.6895747781,753,1.42613256,753,0.6895747781,
752,0.6893082857,752,1.430230141,752,0.6893082857,
751,0.6890994906,751,1.435273051,751,0.6890994906,
750,0.6888045669,750,1.440399885,750,0.6888045669,
749,0.688651979,749,1.446400523,749,0.688651979,
748,0.6885365248,748,1.451772451,748,0.6885365248,
747,0.6881539226,747,1.457773924,747,0.6881539226,
746,0.6878615618,746,1.463716984,746,0.6878615618,
745,0.6876810789,745,1.469265342,745,0.6876810789,
744,0.687433064,744,1.475420833,744,0.687433064,
743,0.6870461106,743,1.480920792,743,0.6870461106,
742,0.6868951321,742,1.485976458,742,0.6868951321,
741,0.6865784526,741,1.490339518,741,0.6865784526,
740,0.6862588525,740,1.494601369,740,0.6862588525,
739,0.6856569052,739,1.497773647,739,0.6856569052,
738,0.6855413318,738,1.500135779,738,0.6855413318,
737,0.6850243211,737,1.502120972,737,0.6850243211,
736,0.6842166185,736,1.503864288,736,0.6842166185,
735,0.683680892,735,1.505514145,735,0.683680892,
734,0.6831399798,734,1.506766915,734,0.6831399798,
733,0.6823179722,733,1.508024335,733,0.6823179722,
732,0.6814172268,732,1.509256005,732,0.6814172268,
731,0.6807776093,731,1.510700703,731,0.6807776093,
730,0.6799784303,730,1.512416363,730,0.6799784303,
729,0.6790035367,729,1.51377821,729,0.6790035367,
728,0.678425014,728,1.515010715,728,0.678425014,
727,0.6777967215,727,1.515857697,727,0.6777967215,
726,0.6769180894,726,1.515888929,726,0.6769180894,
725,0.6764450073,725,1.51518023,725,0.6764450073,
724,0.6759108901,724,1.514007449,724,0.6759108901,
723,0.6751750708,723,1.511571527,723,0.6751750708,
722,0.6746506691,722,1.508465528,722,0.6746506691,
721,0.674294591,721,1.50454545,721,0.674294591,
720,0.6735188365,720,1.500040531,720,0.6735188365,
719,0.6729940772,719,1.495130062,719,0.6729940772,
718,0.6725709438,718,1.489360094,718,0.6725709438,
717,0.6720220447,717,1.484136343,717,0.6720220447,
716,0.6713871956,716,1.478998661,716,0.6713871956,
715,0.6710311174,715,1.473537445,715,0.6710311174,
714,0.6706318855,714,1.46879077,714,0.6706318855,
713,0.6699615121,713,1.46439755,713,0.6699615121,
712,0.6695548892,712,1.460369229,712,0.6695548892,
711,0.6693019271,711,1.456784725,711,0.6693019271,
710,0.6688753963,710,1.453909159,710,0.6688753963,
709,0.6683975458,709,1.451619029,709,0.6683975458,
708,0.6680751443,708,1.449796796,708,0.6680751443,
707,0.6677151322,707,1.448426008,707,0.6677151322,
706,0.6673089266,706,1.447785258,706,0.6673089266,
705,0.6669920683,705,1.447422028,705,0.6669920683,
704,0.6667611003,704,1.447552562,704,0.6667611003,
703,0.6662948728,703,1.447925687,703,0.6662948728,
702,0.6659690738,702,1.448774815,702,0.6659690738,
701,0.6657083631,701,1.449872255,701,0.6657083631,
700,0.6654014587,700,1.451077104,700,0.6654014587,
699,0.6650413871,699,1.452333212,699,0.6650413871,
698,0.664822042,698,1.453618169,698,0.664822042,
697,0.6645358205,697,1.454932928,697,0.6645358205,
696,0.6641046405,696,1.456065655,696,0.6641046405,
695,0.6638221741,695,1.457261086,695,0.6638221741,
694,0.6636596918,694,1.458722949,694,0.6636596918,
693,0.6633492112,693,1.459669948,693,0.6633492112,
692,0.6630613208,692,1.460927129,692,0.6630613208,
691,0.6628885865,691,1.462482691,691,0.6628885865,
690,0.6625764966,690,1.464168668,690,0.6625764966,
689,0.6622710228,689,1.465960145,689,0.6622710228,
688,0.6621283293,688,1.468604445,688,0.6621283293,
687,0.6619549394,687,1.471301794,687,0.6619549394,
686,0.6616435051,686,1.47440505,686,0.6616435051,
685,0.6613870859,685,1.47779882,685,0.6613870859,
684,0.6612484455,684,1.482051492,684,0.6612484455,
683,0.6609833241,683,1.486607313,683,0.6609833241,
682,0.6607893705,682,1.491400242,682,0.6607893705,
681,0.6607278585,681,1.49697423,681,0.6607278585,
680,0.6604437232,680,1.502705693,680,0.6604437232,
679,0.6602689028,679,1.509047151,679,0.6602689028,
678,0.6601352692,678,1.516186714,678,0.6601352692,
677,0.6599581838,677,1.523736954,677,0.6599581838,
676,0.6597555876,676,1.531705976,676,0.6597555876,
675,0.6597083211,675,1.540014505,675,0.6597083211,
674,0.659563005,674,1.54851532,674,0.659563005,
673,0.6594083905,673,1.557635307,673,0.6594083905,
672,0.6593008041,672,1.566253901,672,0.6593008041,
671,0.659304738,671,1.575309992,671,0.659304738,
670,0.6592919827,670,1.58370924,670,0.6592919827,
669,0.6592738032,669,1.591689706,669,0.6592738032,
668,0.6592316031,668,1.599320292,668,0.6592316031,
667,0.6593127251,667,1.606636524,667,0.6593127251,
666,0.6592912674,666,1.613731384,666,0.6592912674,
665,0.6592934132,665,1.621256709,665,0.6592934132,
664,0.6593887806,664,1.629032135,664,0.6593887806,
663,0.6594669819,663,1.637776017,663,0.6594669819,
662,0.6596215963,662,1.647326112,662,0.6596215963,
661,0.6596690416,661,1.657868862,661,0.6596690416,
660,0.6596850753,660,1.669986129,660,0.6596850753,
659,0.6597836614,659,1.682798982,659,0.6597836614,
658,0.6600183249,658,1.697685003,658,0.6600183249,
657,0.6601372957,657,1.713008404,657,0.6601372957,
656,0.660302341,656,1.728994012,656,0.660302341,
655,0.6604919434,655,1.745359302,655,0.6604919434,
654,0.6606869102,654,1.76086247,654,0.6606869102,
653,0.6608052254,653,1.775122404,653,0.6608052254,
652,0.6610617042,652,1.786913753,652,0.6610617042,
651,0.6612208486,651,1.795663238,651,0.6612208486,
650,0.6612971425,650,1.800527096,650,0.6612971425,
649,0.6615206003,649,1.801133037,649,0.6615206003,
648,0.661755085,648,1.797801971,648,0.661755085,
647,0.6618488431,647,1.790482044,647,0.6618488431,
646,0.661932826,646,1.779596567,646,0.661932826,
645,0.6620746851,645,1.766021013,645,0.6620746851,
644,0.662160933,644,1.750681281,644,0.662160933,
643,0.6621363759,643,1.73423779,643,0.6621363759,
642,0.6622898579,642,1.716979265,642,0.6622898579,
641,0.6623048186,641,1.70000577,641,0.6623048186,
640,0.6622451544,640,1.683552504,640,0.6622451544,
639,0.6622528434,639,1.667384982,639,0.6622528434,
638,0.6622040272,638,1.65262723,638,0.6622040272,
637,0.6620630622,637,1.63850987,637,0.6620630622,
636,0.6620948911,636,1.625284553,636,0.6620948911,
635,0.6620282531,635,1.613089919,635,0.6620282531,
634,0.6617959738,634,1.601939917,634,0.6617959738,
633,0.6616154909,633,1.59153235,633,0.6616154909,
632,0.6614429355,632,1.582393169,632,0.6614429355,
631,0.6611729264,631,1.573792696,631,0.6611729264,
630,0.6607285142,630,1.566555858,630,0.6607285142,
629,0.6605541706,629,1.55967176,629,0.6605541706,
628,0.6604034901,628,1.55413878,628,0.6604034901,
627,0.659819901,627,1.549274445,627,0.659819901,
626,0.6595484018,626,1.545217156,626,0.6595484018,
625,0.6592518687,625,1.54186666,625,0.6592518687,
624,0.6588383913,624,1.539234996,624,0.6588383913,
623,0.6584677696,623,1.537619352,623,0.6584677696,
622,0.6581678391,622,1.536485195,622,0.6581678391,
621,0.6577655077,621,1.536451578,621,0.6577655077,
620,0.6573578715,620,1.536803126,620,0.6573578715,
619,0.6570392251,619,1.537578702,619,0.6570392251,
618,0.6567895412,618,1.539209962,618,0.6567895412,
617,0.6562603116,617,1.54090023,617,0.6562603116,
616,0.6560027003,616,1.542769432,616,0.6560027003,
615,0.65587008,615,1.544859052,615,0.65587008,
614,0.6555855274,614,1.5471524,614,0.6555855274,
613,0.6553073525,613,1.549221039,613,0.6553073525,
612,0.6550819874,612,1.551291466,612,0.6550819874,
611,0.6549002528,611,1.553746223,611,0.6549002528,
610,0.6548569798,610,1.556525469,610,0.6548569798,
609,0.6548677087,609,1.559354544,609,0.6548677087,
608,0.6549090743,608,1.563182116,608,0.6549090743,
607,0.654976666,607,1.56802702,607,0.654976666,
606,0.6553007364,606,1.573479772,606,0.6553007364,
605,0.6558011174,605,1.580231428,605,0.6558011174,
604,0.6561646461,604,1.588272691,604,0.6561646461,
603,0.6567005515,603,1.597270727,603,0.6567005515,
602,0.6575093865,602,1.607642531,602,0.6575093865,
601,0.6582001448,601,1.619413376,601,0.6582001448,
600,0.6586817503,600,1.632127523,600,0.6586817503,
599,0.6595436335,599,1.645616412,599,0.6595436335,
598,0.6602552533,598,1.659436107,598,0.6602552533,
597,0.6608176231,597,1.673231006,597,0.6608176231,
596,0.6614296436,596,1.685633421,596,0.6614296436,
595,0.6622198224,595,1.696732998,595,0.6622198224,
594,0.6626577973,594,1.706129909,594,0.6626577973,
593,0.6630071402,593,1.713061452,593,0.6630071402,
592,0.6634439826,592,1.717779517,592,0.6634439826,
591,0.6637564898,591,1.720919847,591,0.6637564898,
590,0.6638314724,590,1.722378612,590,0.6638314724,
589,0.6639347076,589,1.722619891,589,0.6639347076,
588,0.6640222669,588,1.722409248,588,0.6640222669,
587,0.6639339328,587,1.721938014,587,0.6639339328,
586,0.6637574434,586,1.721547723,586,0.6637574434,
585,0.6638526917,585,1.721560597,585,0.6638526917,
584,0.6636123657,584,1.722343564,584,0.6636123657,
583,0.663408041,583,1.72358942,583,0.663408041,
582,0.663335979,582,1.725899339,582,0.663335979,
581,0.6630712152,581,1.729404092,581,0.6630712152,
580,0.6628134847,580,1.734200239,580,0.6628134847,
579,0.662635386,579,1.740409374,579,0.662635386,
578,0.6626400352,578,1.747921944,578,0.6626400352,
577,0.6624376774,577,1.757054687,577,0.6624376774,
576,0.6620933414,576,1.766197801,576,0.6620933414,
575,0.6620367169,575,1.775412798,575,0.6620367169,
574,0.661836803,574,1.784310102,574,0.661836803,
573,0.6616147757,573,1.791642785,573,0.6616147757,
572,0.6614453793,572,1.796327472,572,0.6614453793,
571,0.6613216996,571,1.79849112,571,0.6613216996,
570,0.6610039473,570,1.797087193,570,0.6610039473,
569,0.6599676609,569,1.791267514,569,0.6599676609,
568,0.6595206857,568,1.783449411,568,0.6595206857,
567,0.6592082977,567,1.773349881,567,0.6592082977,
566,0.6590549946,566,1.761780143,566,0.6590549946,
565,0.6587503552,565,1.749561787,565,0.6587503552,
564,0.6584789157,564,1.737488389,564,0.6584789157,
563,0.6584594846,563,1.726121068,563,0.6584594846,
562,0.6582388878,562,1.716107011,562,0.6582388878,
561,0.6579877734,561,1.707063317,561,0.6579877734,
560,0.657915771,560,1.699373603,560,0.657915771,
559,0.6577715278,559,1.692569494,559,0.6577715278,
558,0.6575407386,558,1.686513543,558,0.6575407386,
557,0.6574037671,557,1.680934906,557,0.6574037671,
556,0.6573364139,556,1.675719023,556,0.6573364139,
555,0.6570117474,555,1.670065522,555,0.6570117474,
554,0.6569166183,554,1.664493084,554,0.6569166183,
553,0.6568359137,553,1.659255147,553,0.6568359137,
552,0.6566390395,552,1.654146671,552,0.6566390395,
551,0.6563479304,551,1.649452686,551,0.6563479304,
550,0.6563059092,550,1.64463973,550,0.6563059092,
549,0.656057179,549,1.640817642,549,0.656057179,
548,0.6558918357,548,1.637595773,548,0.6558918357,
547,0.6556327343,547,1.6346066,547,0.6556327343,
546,0.6554438472,546,1.632408023,546,0.6554438472,
545,0.6549307704,545,1.630438924,545,0.6549307704,
544,0.6541122198,544,1.628146291,544,0.6541122198,
543,0.6538165212,543,1.627044797,543,0.6538165212,
542,0.653943181,542,1.626540661,542,0.653943181,
541,0.6540104747,541,1.625618696,541,0.6540104747,
540,0.6541523337,540,1.625117064,540,0.6541523337,
539,0.6542589068,539,1.624587774,539,0.6542589068,
538,0.6540759802,538,1.623781681,538,0.6540759802,
537,0.6540321708,537,1.623056054,537,0.6540321708,
536,0.6540119648,536,1.622849345,536,0.6540119648,
535,0.6539794803,535,1.622702718,535,0.6539794803,
534,0.6539727449,534,1.622775555,534,0.6539727449,
533,0.6539160013,533,1.623427153,533,0.6539160013,
532,0.6539530754,532,1.624315381,532,0.6539530754,
531,0.6539154649,531,1.625606298,531,0.6539154649,
530,0.6539303064,530,1.6274544,530,0.6539303064,
529,0.6540748477,529,1.629771113,529,0.6540748477,
528,0.6539282203,528,1.632632852,528,0.6539282203,
527,0.6539388895,527,1.635600924,527,0.6539388895,
526,0.6539414525,526,1.639387846,526,0.6539414525,
525,0.6539399624,525,1.643147469,525,0.6539399624,
524,0.6539732814,524,1.647589684,524,0.6539732814,
523,0.6540165544,523,1.651988983,523,0.6540165544,
522,0.6540783048,522,1.656348348,522,0.6540783048,
521,0.654128015,521,1.66122961,521,0.654128015,
520,0.6541582346,520,1.666165233,520,0.6541582346,
519,0.654199183,519,1.670895696,519,0.654199183,
518,0.654286623,518,1.675799966,518,0.654286623,
517,0.654323101,517,1.680489779,517,0.654323101,
516,0.6543877721,516,1.685504317,516,0.6543877721,
515,0.6544345021,515,1.690131903,515,0.6544345021,
514,0.6544401646,514,1.694756031,514,0.6544401646,
513,0.6546027064,513,1.699513316,513,0.6546027064,
512,0.6545671821,512,1.704241872,512,0.6545671821,
511,0.6546471715,511,1.70871675,511,0.6546471715,
510,0.6547359228,510,1.713666439,510,0.6547359228,
509,0.6545903683,509,1.717968702,509,0.6545903683,
508,0.654717207,508,1.7224406,508,0.654717207,
507,0.6547188759,507,1.726864457,507,0.6547188759,
506,0.6546831727,506,1.731168509,506,0.6546831727,
505,0.6547471285,505,1.735030532,505,0.6547471285,
504,0.6547175646,504,1.737939715,504,0.6547175646,
503,0.6546916962,503,1.739753962,503,0.6546916962,
502,0.6547236443,502,1.740398169,502,0.6547236443,
501,0.654720962,501,1.739654779,501,0.654720962,
500,0.6547260284,500,1.737528205,500,0.6547260284,
499,0.654683888,499,1.734136105,499,0.654683888,
498,0.654718101,498,1.72956872,498,0.654718101,
497,0.6547690034,497,1.724369884,497,0.6547690034,
496,0.6547655463,496,1.719319105,496,0.6547655463,
495,0.6546903849,495,1.713914275,495,0.6546903849,
494,0.6548454762,494,1.708859205,494,0.6548454762,
493,0.6548927426,493,1.704287767,493,0.6548927426,
492,0.6548936367,492,1.700117826,492,0.6548936367,
491,0.6548697352,491,1.696711659,491,0.6548697352,
490,0.6550233364,490,1.693732023,490,0.6550233364,
489,0.6550190449,489,1.691589952,489,0.6550190449,
488,0.6551136971,488,1.690179706,488,0.6551136971,
487,0.6550942063,487,1.68941462,487,0.6550942063,
486,0.6552113891,486,1.689100862,486,0.6552113891,
485,0.6552767158,485,1.689522147,485,0.6552767158,
484,0.6553868055,484,1.690329313,484,0.6553868055,
483,0.6554660201,483,1.692083478,483,0.6554660201,
482,0.6555246115,482,1.694062233,482,0.6555246115,
481,0.6555829048,481,1.696790218,481,0.6555829048,
480,0.6557406187,480,1.700078249,480,0.6557406187,
479,0.6557565928,479,1.703601837,479,0.6557565928,
478,0.6558017731,478,1.707767844,478,0.6558017731,
477,0.6560276151,477,1.712327003,477,0.6560276151,
476,0.6560835242,476,1.717579126,476,0.6560835242,
475,0.6561456323,475,1.723357797,475,0.6561456323,
474,0.6563476324,474,1.729767919,474,0.6563476324,
473,0.6565471292,473,1.737266541,473,0.6565471292,
472,0.656496048,472,1.744565248,472,0.656496048,
471,0.6566513181,471,1.752761841,471,0.6566513181,
470,0.6569012403,470,1.761495352,470,0.6569012403,
469,0.656878829,469,1.770355821,469,0.656878829,
468,0.657073319,468,1.779467583,468,0.657073319,
467,0.657296598,467,1.788748264,467,0.657296598,
466,0.6573706865,466,1.798245311,466,0.6573706865,
465,0.6574080586,465,1.807685733,465,0.6574080586,
464,0.6577211618,464,1.81716013,464,0.6577211618,
463,0.6578051448,463,1.82712853,463,0.6578051448,
462,0.6578022242,462,1.837498069,462,0.6578022242,
461,0.6580715775,461,1.848173738,461,0.6580715775,
460,0.6581744552,460,1.860304117,460,0.6581744552,
459,0.6582704782,459,1.872753382,459,0.6582704782,
458,0.6582958102,458,1.885918975,458,0.6582958102,
457,0.6585933566,457,1.898670197,457,0.6585933566,
456,0.6587969661,456,1.910134315,456,0.6587969661,
455,0.6589667201,455,1.919275284,455,0.6589667201,
454,0.6592311859,454,1.924510956,454,0.6592311859,
453,0.6593325138,453,1.926444769,453,0.6593325138,
452,0.6593565941,452,1.924597025,452,0.6593565941,
451,0.6595185995,451,1.920067668,451,0.6595185995,
450,0.6599306464,450,1.913156748,450,0.6599306464,
449,0.6600927711,449,1.904962659,449,0.6600927711,
448,0.6602293253,448,1.895804405,448,0.6602293253,
447,0.6606265306,447,1.88748157,447,0.6606265306,
446,0.6608788967,446,1.879867554,446,0.6608788967,
445,0.6610696316,445,1.872775197,445,0.6610696316,
444,0.661534071,444,1.866374731,444,0.661534071,
443,0.661922276,443,1.861189008,443,0.661922276,
442,0.6622108817,442,1.857182741,442,0.6622108817,
441,0.6627521515,441,1.853967667,441,0.6627521515,
440,0.6631526351,440,1.851718187,440,0.6631526351,
439,0.6634257436,439,1.850279808,439,0.6634257436,
438,0.6637618542,438,1.84949708,438,0.6637618542,
437,0.6641670465,437,1.849800587,437,0.6641670465,
436,0.6642251015,436,1.850494862,436,0.6642251015,
435,0.6642164588,435,1.852079034,435,0.6642164588,
434,0.6645735502,434,1.854278326,434,0.6645735502,
433,0.6646754742,433,1.856787562,433,0.6646754742,
432,0.6645849347,432,1.860117435,432,0.6645849347,
431,0.6648112535,431,1.863787293,431,0.6648112535,
430,0.6651650071,430,1.867854476,430,0.6651650071,
429,0.6650677919,429,1.872623086,429,0.6650677919,
428,0.6651521921,428,1.877733231,428,0.6651521921,
427,0.6655641794,427,1.883245826,427,0.6655641794,
426,0.66576612,426,1.889362097,426,0.66576612,
425,0.6658743024,425,1.89564991,425,0.6658743024,
424,0.6664742827,424,1.902478337,424,0.6664742827,
423,0.6668075323,423,1.909518242,423,0.6668075323,
422,0.6670087576,422,1.91644299,422,0.6670087576,
421,0.6675434709,421,1.923846126,421,0.6675434709,
420,0.6680701375,420,1.931814194,420,0.6680701375,
419,0.6682733297,419,1.939882398,419,0.6682733297,
418,0.6688061357,418,1.948316216,418,0.6688061357,
417,0.6693246365,417,1.957334638,417,0.6693246365,
416,0.6696329713,416,1.966387153,416,0.6696329713,
415,0.6700520515,415,1.975399256,415,0.6700520515,
414,0.6704448462,414,1.984184861,414,0.6704448462,
413,0.6707237959,413,1.992791653,413,0.6707237959,
412,0.671035707,412,2.001001358,412,0.671035707,
411,0.6712081432,411,2.007224321,411,0.6712081432,
410,0.6715325713,410,2.012626171,410,0.6715325713,
409,0.6715714335,409,2.017446756,409,0.6715714335,
408,0.6715795398,408,2.021367311,408,0.6715795398,
407,0.6720156074,407,2.024499416,407,0.6720156074,
406,0.6720442772,406,2.027648211,406,0.6720442772,
405,0.6719486713,405,2.030332088,405,0.6719486713,
404,0.6720910072,404,2.033364534,404,0.6720910072,
403,0.6722236276,403,2.03634882,403,0.6722236276,
402,0.6720793843,402,2.038599253,402,0.6720793843,
401,0.6721266508,401,2.04116869,401,0.6721266508,
400,0.6724259853,400,2.044262886,400,0.6724259853,
399,0.6723507643,399,2.046345472,399,0.6723507643,
398,0.6723321676,398,2.048884392,398,0.6723321676,
397,0.6727769375,397,2.052844286,397,0.6727769375,
396,0.6728569269,396,2.057243347,396,0.6728569269,
395,0.6729517579,395,2.063212872,395,0.6729517579,
394,0.6730585694,394,2.069889784,394,0.6730585694,
393,0.6734263897,393,2.078243732,393,0.6734263897,
392,0.6735602617,392,2.088504553,392,0.6735602617,
391,0.6738193035,391,2.098532915,391,0.6738193035,
390,0.6741594672,390,2.110449076,390,0.6741594672,
389,0.6745037436,389,2.123000622,389,0.6745037436,
388,0.6746901274,388,2.134838581,388,0.6746901274,
387,0.6749411225,387,2.147212982,387,0.6749411225,
386,0.6752304435,386,2.159494877,386,0.6752304435,
385,0.6756501794,385,2.171355724,385,0.6756501794,
384,0.676112175,384,2.182363987,384,0.676112175,
383,0.676350832,383,2.193707943,383,0.676350832,
382,0.6765742898,382,2.20570302,382,0.6765742898,
381,0.6769511104,381,2.217765093,381,0.6769511104,
380,0.6773764491,380,2.231415987,380,0.6773764491,
379,0.6776625514,379,2.245308638,379,0.6776625514,
378,0.6778234839,378,2.259307861,378,0.6778234839,
377,0.6782109737,377,2.271562099,377,0.6782109737,
376,0.6784203053,376,2.282440662,376,0.6784203053,
375,0.6785773039,375,2.288488865,375,0.6785773039,
374,0.6787394881,374,2.292836428,374,0.6787394881,
373,0.6790732741,373,2.292671442,373,0.6790732741,
372,0.6792832613,372,2.291475058,372,0.6792832613,
371,0.6796540618,371,2.289902925,371,0.6796540618,
370,0.680049181,370,2.287589788,370,0.680049181,
369,0.6802309155,369,2.288848639,369,0.6802309155,
368,0.6806147695,368,2.290825367,368,0.6806147695,
367,0.6810780764,367,2.293951273,367,0.6810780764,
366,0.6815205812,366,2.2999897,366,0.6815205812,
365,0.6819276214,365,2.30720973,365,0.6819276214,
364,0.682430625,364,2.31492424,364,0.682430625,
363,0.6829809546,363,2.325165272,363,0.6829809546,
362,0.6834392548,362,2.337373257,362,0.6834392548,
361,0.6840462685,361,2.350671768,361,0.6840462685,
360,0.6845586896,360,2.365031242,360,0.6845586896,
359,0.6853182316,359,2.383197308,359,0.6853182316,
358,0.6857619286,358,2.401166677,358,0.6857619286,
357,0.686560154,357,2.421334267,357,0.686560154,
356,0.6871718764,356,2.443861485,356,0.6871718764,
355,0.687872231,355,2.465941906,355,0.687872231,
354,0.6883681417,354,2.490817308,354,0.6883681417,
353,0.6891252398,353,2.515005827,353,0.6891252398,
352,0.6896315217,352,2.541298389,352,0.6896315217,
351,0.6903166175,351,2.564433575,351,0.6903166175,
350,0.6908982992,350,2.589412451,350,0.6908982992,

doc,
doc
Collection Time: 09.06.2016 11:14:45
Operator Name  :
Scan Software Version: 3.00(339)
Parameter List :
Instrument                        Cary 5000
Instrument Version                1.12
Start (nm)                        1350.00
Stop (nm)                         350.00
X Mode                            Nanometers
Y Mode                            Abs
